group_id,post_id,link_post,public_time_post,first_collect_time_post,lastest_collect_time_post,content_text_post,number_like_post,number_love_post,number_support_post,number_haha_post,number_wow_post,number_sorry_post,number_anger_post,number_share_post,number_cmt_post,number_reaction_post,place_post,hastag_post,image_link_post,image_content_post,source_crawl_post,type_source_post,user_post
664514627023376,1796343593840468,https://www.facebook.com/groups/664514627023376/permalink/1796343593840468,2020-07-31,2020-07-31,2020-07-31,"Hội An trong mắt Dế yêu, kiên cường chống Covid nhé!,  , #, checkinhoian, Album bao gồm các tấm ảnh chụp bằng Điện thoại di động thôi nhé ^^",70,6,1,0,0,0,0,3,0,77,,checkinhoian,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/61277359_10157233501984153_1036335695393718272_o.jpg?_nc_cat=109&_nc_sid=0be424&_nc_ohc=dxoKi1yykhYAX8V3ZZw&_nc_ht=scontent-amt2-1.xx&oh=f37ff472d4f3d8d6bbd85d85762f2098&oe=5F4A0ABD https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/69738970_10157478498279153_921994199866277888_o.jpg?_nc_cat=101&_nc_sid=0be424&_nc_ohc=o6n3_EunbE8AX98k586&_nc_ht=scontent-amt2-1.xx&oh=136bcca97a37f6322580739a2d6136a9&oe=5F47CF00 https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/72245783_10157562296474153_7636110002956009472_o.jpg?_nc_cat=108&_nc_sid=0be424&_nc_ohc=VuAKAKL6IMoAX9QqIxp&_nc_ht=scontent-ams4-1.xx&oh=f1660c2aa47fe30e835851d0adf0bd13&oe=5F48E433 https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/49899202_10156918054389153_6123647135209488384_o.jpg?_nc_cat=107&_nc_sid=0be424&_nc_ohc=ra2u3ntumC4AX8N4ZL5&_nc_ht=scontent-ams4-1.xx&oh=ab474705c5ec7cad09a1d0a0352f79e0&oe=5F47D1EC https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/41606989_10156636585299153_8207458240938639360_o.jpg?_nc_cat=101&_nc_sid=0be424&_nc_ohc=29zLQ7rMskkAX9zqDtm&_nc_ht=scontent-amt2-1.xx&oh=dfc8a6d7c1931d8f98fe8b36fab6cf7b&oe=5F48219E," sky, cloud, outdoor and nature, sky and outdoor, ., sky and outdoor",FACEBOOK,SOCIAL_NETWORK,538599152
664514627023376,1791319271009567,https://www.facebook.com/groups/664514627023376/permalink/1791319271009567,2020-07-25,2020-07-31,2020-07-31,"Be you, be 1994, 😉, 😉, 😉,  Vì thanh xuân có nhau mà trở lên tươi đẹp, ✌️, ✌️, ✌️,  Những 94er chưa chịu lấy chồng (hoặc là k ai thèm lấy), 😂, 😂, 😂,  , #, CheckinNhaTrang",7680,553,41,212,6,1,0,226,1216,8493,,CheckinNhaTrang,https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/109808952_1613383208822297_4696534045008203347_o.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=7H0ACeRlBtoAX97gymR&_nc_ht=scontent-ams4-1.xx&oh=9b5d1e3a67f70cdb98d51f0d83858d8e&oe=5F484424 https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/116093905_1613383918822226_5123323331124432548_o.jpg?_nc_cat=109&_nc_sid=07e735&_nc_ohc=TNlw7KRME08AX9U-FS4&_nc_ht=scontent-amt2-1.xx&oh=0845a6e3d58b7bf92c3119fc12f0a0d3&oe=5F49E2FE https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/110725096_1613383425488942_914653853960722859_o.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=hpmMN1vhpu0AX-kEext&_nc_ht=scontent-amt2-1.xx&oh=b58001210fec02f9d6c5095dd727cf95&oe=5F49E426 https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/111001748_1613383842155567_3126815144922782011_o.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=n070zIvbXx4AX8CE7qV&_nc_ht=scontent-ams4-1.xx&oh=8d1032ace6415ae43a59e12b5efe048f&oe=5F4A50E5 https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/110048551_1613383685488916_8765597442235083500_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=AXd1iDD9Vk4AX9-YC4M&_nc_ht=scontent-ams4-1.xx&oh=1a880013f261b63210edd14780429e62&oe=5F47A351," 4 people, wedding and indoor, 3 people, people on stage, sky, shoes, ocean and outdoor, 4 people, people on stage, people standing, sky, shoes, child and outdoor, 4 people, sky, child and outdoor",FACEBOOK,SOCIAL_NETWORK,100004518995822
664514627023376,1796178280523666,https://www.facebook.com/groups/664514627023376/permalink/1796178280523666,2020-07-31,2020-07-31,2020-07-31,"Thành phố Hồ Chí Minh về đêm ,  , #, Checkinvietnam",23,1,0,0,0,0,0,1,5,24,,Checkinvietnam,https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/109954975_4057056191035145_448827024672975429_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=klHFcaQ3IogAX939kQ7&_nc_ht=scontent-ams4-1.xx&oh=53955e6e81c6107b36cea4cf9cc4cdd3&oe=5F4AAA2C https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/116798939_4057056351035129_1942602524142910194_o.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=SbLmu2thjuIAX8Eu5HC&_nc_ht=scontent-ams4-1.xx&oh=44e9d0c0cadc2bbc511c354c18e83b2c&oe=5F48AD2C https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/115759237_4057056204368477_4447811229390915089_o.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=-KNtocqv19oAX-XNn8F&_nc_ht=scontent-ams4-1.xx&oh=807d5a16f7d5cc3059543e2fc0282f10&oe=5F49D27E https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/116771291_4057056387701792_2605255805326324751_o.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=TRJ67jF62_0AX-ufJDE&_nc_ht=scontent-ams4-1.xx&oh=2fca0efa17f7c0283fd7afed200d4960&oe=5F4AF234," night and skyscraper, night, sky, skyscraper and outdoor, night, sky, outdoor and water",FACEBOOK,SOCIAL_NETWORK,100001924110267
664514627023376,1793840854090742,https://www.facebook.com/groups/664514627023376/permalink/1793840854090742,2020-07-28,2020-07-31,2020-07-31,"Team dậy sớm tắm nắng tăng sức đề kháng đâu ạ? , =), )),  Thả vào đây chiếc ảnh bình minh của các bạn nàoooo , 😊, 😊, 😊,  IG: hahien_doy (, instagram.com/hahien_doy, ),  , #, CheckinVietNam,  , #, CheckinNinhThuan",1930,141,18,7,2,0,0,17,213,2098,,CheckinVietNam CheckinNinhThuan,https://scontent-bos3-1.xx.fbcdn.net/v/t1.0-9/116274605_1722887561222607_1175360001306175069_o.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=nuTKh9yp_CQAX_uCj2m&_nc_ht=scontent-bos3-1.xx&oh=eea8e232cd9ceb4ba5e97133ffcfd236&oe=5F47A89A https://scontent-bos3-1.xx.fbcdn.net/v/t1.0-9/115578709_1722887691222594_3098162729198536188_o.jpg?_nc_cat=109&_nc_sid=07e735&_nc_ohc=ebT82grXFosAX9OSWO3&_nc_ht=scontent-bos3-1.xx&oh=839c0dbd97d9f3799352e256a4b2bee6&oe=5F48396A https://scontent-bos3-1.xx.fbcdn.net/v/t1.0-9/111721215_1722887607889269_5916260929960614611_o.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=l4sW1Ax5v3sAX_RoVyI&_nc_ht=scontent-bos3-1.xx&oh=fb9bb613b11336d9e5f141d0c462c90e&oe=5F4A9956 https://scontent-bos3-1.xx.fbcdn.net/v/t1.0-9/116155835_1722887827889247_8651752167259601498_o.jpg?_nc_cat=111&_nc_sid=07e735&_nc_ohc=z59bl8gMhI4AX-qkI4I&_nc_oc=AQlHtN5iR5DTX1_nrCXBdAb-cJfEtT9lj38pKEPOQuhJTG439ih0xBAkzB-tyiH1l-0&_nc_ht=scontent-bos3-1.xx&oh=8bafb465d80ed0d714c1b36260ac56c0&oe=5F4A93A7 https://scontent-bos3-1.xx.fbcdn.net/v/t1.0-9/111112726_1722887861222577_8172392122172667669_o.jpg?_nc_cat=105&_nc_sid=07e735&_nc_ohc=vEuIAjbgnEMAX-p11o-&_nc_ht=scontent-bos3-1.xx&oh=de58057696d0bcfd6f3d66eccd430dcd&oe=5F496692," ocean, sky, twilight, outdoor, water and nature, one or more people, sky, twilight, ocean, outdoor, water and nature, one or more people, twilight, sky, ocean, outdoor, water and nature, sky, cloud, ocean, outdoor, nature and water",FACEBOOK,SOCIAL_NETWORK,100005041382557
664514627023376,1793862840755210,https://www.facebook.com/groups/664514627023376/permalink/1793862840755210,2020-07-28,2020-07-31,2020-07-31,"ĐÀ NẴNG - HỘI AN của đôi bạn đứa thì chồg con đuề huề, đứa thì độc thân vui vẻ , 😁,  Mong Đà Nẵng luôn bình an , ❤️,  , #, checkinVietNam,  , #, checkinDaNang,  , #, checkinHoiAn,  ,  ( mình đi hồi thág 6)",2277,178,9,8,2,1,0,36,141,2475,,checkinVietNam checkinDaNang checkinHoiAn,https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/110336526_2842308562535651_4123522013506381343_o.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=0Kjq21wO8J4AX-eMEfM&_nc_ht=scontent-amt2-1.xx&oh=0c95e27cf7c472c999c7ee2f1dc27caf&oe=5F4918C2 https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/113292469_2842308239202350_1415954336738007327_o.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=eyv-wxWW4isAX9avDty&_nc_ht=scontent-amt2-1.xx&oh=0c382ce85f31bbfc2372f2ba6b62e2b9&oe=5F48F8F3 https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/116153862_2842308025869038_7137111778189434525_o.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=5bK2-QsXrgoAX-S_1-P&_nc_ht=scontent-amt2-1.xx&oh=c9ee7d461a5d16cb5a365f10bcc800c1&oe=5F48FDC5 https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/110196346_2842307895869051_4017421260429121017_o.jpg?_nc_cat=106&_nc_sid=07e735&_nc_ohc=Zx-C75vikTUAX_geY4M&_nc_ht=scontent-amt2-1.xx&oh=a9ac6add0fe489d7e149ffea45619a88&oe=5F4AF70C https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/116290485_2842307009202473_6860414528736236862_o.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=8W1-2ewcMDYAX-7Yps5&_nc_ht=scontent-ams4-1.xx&oh=b4b14a1a273dded7535c539f35b54967&oe=5F4A8243," 1 person, outdoor, 1 person, pool and outdoor, 1 person, outdoor",FACEBOOK,SOCIAL_NETWORK,100002696052418
664514627023376,1796168123858015,https://www.facebook.com/groups/664514627023376/permalink/1796168123858015,2020-07-31,2020-07-31,2020-07-31,"⛅, Phải chăng đặc sản của Đà Lạt chính là mây?, ⛅️,  , ⛅️, Đối với mình, mỗi lần đi Đà Lạt thì phải đi săn mây. Trước khung cảnh mây trời, nhâm nhi một ly cà phê vào sáng sớm, bật một bản nhạc của Đen Vâu thì cảm giác chẳng khác nào đang lạc ở Tiên Giới , 🥰,  , ⛅️, Chờ hết dịch mình lại hẹn hò Đà Lạt nhé, ❤️,  , #, CheckinVietNam,  , #, DaLat",483,40,3,1,0,1,0,5,51,528,,CheckinVietNam DaLat,https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/116683592_1474381706079621_8371187966645580939_o.jpg?_nc_cat=1&_nc_sid=07e735&_nc_ohc=knGiJuf_hMkAX_j9z5b&_nc_ht=scontent-lht6-1.xx&oh=a806d9295cc3e653e0f10a1342482c05&oe=5F49EB9B https://scontent-lhr8-1.xx.fbcdn.net/v/t1.0-9/116387478_1474381912746267_1458489834109037311_o.jpg?_nc_cat=110&_nc_sid=07e735&_nc_ohc=vLSfLG8uSxoAX9hSa04&_nc_ht=scontent-lhr8-1.xx&oh=02f7be548fa0bbf4e732994a9c97d4e1&oe=5F47AA61 https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/110149546_1474381936079598_3030730014280985501_o.jpg?_nc_cat=1&_nc_sid=07e735&_nc_ohc=bKlIlhtaokUAX_By0bD&_nc_ht=scontent-lht6-1.xx&oh=a0d37903dd3589786c0965800dc23e40&oe=5F480588 https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/107623853_1474381872746271_5181253753189657510_o.jpg?_nc_cat=1&_nc_sid=07e735&_nc_ohc=kaqLBh7PmY0AX_Wr9Uf&_nc_ht=scontent-lht6-1.xx&oh=63401d248433511c7b18cbc9b662bcc6&oe=5F4A22CF https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/115759235_1474381732746285_2538151160528815263_o.jpg?_nc_cat=1&_nc_sid=07e735&_nc_ohc=cfMlazx_xpUAX9khVNI&_nc_ht=scontent-lht6-1.xx&oh=30c7d857e6fbccd206c199e2dc4f77cb&oe=5F490688," one or more people, people standing, sky, cloud and outdoor, cloud, sky, outdoor and nature, cloud, sky and outdoor, 1 person, standing, sky, cloud and outdoor",FACEBOOK,SOCIAL_NETWORK,100005234175439
664514627023376,1796244717183689,https://www.facebook.com/groups/664514627023376/permalink/1796244717183689,2020-07-31,2020-07-31,2020-07-31,"Phong điện đảo Phú Quý.,  , #, checkinvietnam,  , #, phuquy,  IG : , instagram.com/hoangminh.dg",38,2,0,0,0,0,0,0,0,40,,checkinvietnam phuquy,https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/116219502_3225794534166182_390818544166672996_o.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=D_twcjdUafcAX9I-Yr3&_nc_ht=scontent-ams4-1.xx&oh=0ad8af303ffe0f38170faa9fb07c265c&oe=5F488C4B https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/110347993_3225794370832865_8942728608801830533_o.jpg?_nc_cat=106&_nc_sid=07e735&_nc_ohc=ZyQcGMshNk4AX-u3P8e&_nc_ht=scontent-ams4-1.xx&oh=72045fc8dc69441d568d1c036dd84f90&oe=5F4B069D https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/113680552_3225794604166175_8908235968307040129_o.jpg?_nc_cat=109&_nc_sid=07e735&_nc_ohc=Wv6sLbunRzAAX8Bed64&_nc_ht=scontent-ams4-1.xx&oh=e0bcc38b6923f087b1517af3f2c89aa5&oe=5F479102 https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/113936170_3225796717499297_4945095470848976015_o.jpg?_nc_cat=105&_nc_sid=07e735&_nc_ohc=_0T3XUfLHA8AX-Q6JQk&_nc_ht=scontent-ams4-1.xx&oh=a2d19c0ef98df9036c0df5bc2757974a&oe=5F48A189," sky and outdoor, ., sky and outdoor",FACEBOOK,SOCIAL_NETWORK,100002070025828
664514627023376,1796443873830440,https://www.facebook.com/groups/664514627023376/permalink/1796443873830440,2020-07-31,2020-07-31,2020-07-31,"Đà Nẵng cố lên nào , ❤️,  Chúng tôi luôn bên cạnh các bạn...,  Việt Nam đồng lòng quyết thắng đại dịch.!!!, ❤️, ❤️,  , #, CheckinViệtNam, .,  , #, cốlênĐàNẵng, ❤",122,22,3,0,0,0,0,0,2,147,,CheckinViệtNam cốlênĐàNẵng,https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/116702755_2750841171818882_3834800489356451618_n.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=EsFYS4GSvU0AX9EdFqI&_nc_ht=scontent-ams4-1.xx&oh=b383e2d4934f52db27eb493692f56570&oe=5F47F0D9 https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/116435066_2750841521818847_5417527295537941845_n.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=zqaBA-FmMIoAX_ZGFKt&_nc_ht=scontent-ams4-1.xx&oh=2d9d30f53199bfb26a519c249702e64e&oe=5F49ECC1 https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/116437554_2750841858485480_6888331059220168942_o.jpg?_nc_cat=106&_nc_sid=07e735&_nc_ohc=RDFP2jXzxA4AX_5Az_y&_nc_ht=scontent-amt2-1.xx&oh=b0e2658a0067be6036733cb18e6232c9&oe=5F487B51 https://scontent-amt2-1.xx.fbcdn.net/v/t1.0-9/116264715_2750841845152148_4727906064629900907_o.jpg?_nc_cat=105&_nc_sid=07e735&_nc_ohc=TSmjj-lAuN0AX9LcCev&_nc_ht=scontent-amt2-1.xx&oh=63e7f4fab8a7b82368fa185c6cbf3136&oe=5F4A314A," night, skyscraper and outdoor, night, sky, bridge, outdoor and water, night, sky, skyscraper and outdoor",FACEBOOK,SOCIAL_NETWORK,100006790772059
664514627023376,1696396137168548,https://www.facebook.com/groups/664514627023376/permalink/1696396137168548,2020-04-24,2020-07-31,2020-07-31,"🔥, Kinh nghiệm xử lý bị hủy chuyến bay trong vòng 30’ giữa thời điểm dịch(Vietjetair) ( k áp dụng cho vé mua qua app như Traveloka),  Bài hơi dài mn cố gắng đọc hết ạ, em có update liên tục sự thay đổi của Vietjet vào cuối bài,  Em xin chào mọi người. Thời điểm này dù kể cả hết dịch thì việc chúng ta bị bất ngờ hủy chuyến bay là hoàn toàn xảy ra, em dự báo nó sẽ diễn ra cho đến cả tháng 6.,  Lời khuyên của em đầu tiên là mọi người nên mỗi ngày vào check vé 1 lần tại website , Vietjetair.com.,  Ở mục Thông tin chuyến bay=> Tình trạng chuyến bay, mình click vào xong nhập họ tên cùng mã đặt chỗ đã gửi về email và theo dõi xem. Em có chuyến bay đi Tuy Hòa mua từ 6 tháng trước bay tháng 5, và từ đầu tháng 4 trở lại đây thì em vẫn thỉnh thoảng vô check. Sáng hôm qua vào check em thấy giá vé tháng 5 đi Tuy Hòa rẻ bất ngờ nhưng chỉ đến trưa lúc Vietjet tung vé 9k, em vô kiểm tra thấy Vietjet hủy toàn bộ vé tháng 5 đi Tuy Hòa, vé của em cũng bị cancel theo bởi hãng(em không nhận được  SMS hay email báo về việc bị cancel ạ). Em hỏi thì do chặng này tháng 5 ít ng bay nên họ huỷ,  , 🔥, Khi bị cancel bởi hãng, Vietjet sẽ xử lý theo 2 cách:,  1. Chuyển chuyến bay và bù thêm chênh lệch, nhưng chỉ được chuyển chuyến bay cùng chặng. VD đi HN-SG thì chỉ chuyển được HN-SG,  2. Bảo lưu 365 ngày, nghĩa là số tiền đó được dùng vào những lần bay sau thiếu bù thêm thừa dùng tiếp trong vòng 365 ngày, được dùng cho người khác, được thay đổi chặng . Điều kiện là nếu mua trên Web sẽ chỉ được mua vé Eco trở lên, nếu mua tại quầy sẽ được mua Promo,  Em chọn phương án 2 bởi vé em mà đổi thì đắt quá , =), ),  , 🔥, Cách liên hệ hãng để xử lý vé bị hủy:,  1. Tổng đài 19001886: thôi gọi mất công ạ , =), ). Hotline khác: 02835516220,  2. Gửi yêu cầu vào mail: 19001886@vietjetair.com hoặc skd@vietjetair.com,  Lưu ý gọi điện và gửi email bằng SĐT và email mua vé nhé ạ, ghi âm cuộc gọi nếu tổng đài xác nhận đã bảo lưu trên điện thoại,  3. Là cách của em, không mất thời gian và công chờ đợi. Ra thẳng trực tiếp phòng vé và mang theo CMT để chuyển đổi cách thức sử dụng vé đã hủy. HN có 4 phòng vé còn các tỉnh khác mn search giùm em,  Các bạn ấy bảo em là sau khi bảo lưu 360 ngày, sẽ có code để sử dụng lần tiếp theo nhưng không thể tự nhập mà phải gọi lên hãng hoặc ra phòng vé nên em đã làm theo cách này. Em đặt một chặng bay mới, sau đó em pay later( vé eco trở lên mới pay later được), vé giữ trong vòng 6 tiếng. Sau đó em ra phòng vé, sau khi được bảo lưu 360, em nhờ bạn ấy nhập code vé bảo lưu vào mã giữ chỗ của vé mới. Done, thiếu thì bù tiền thừa để dùng sau. Hoặc mn có thể nhờ bên phòng vé mua vé mới dùng code đó cho,  , 🔥, Đối với Vietjetair, mn nếu mua vé trên Web hay phòng vé đều mất phí tiện ích 55k/1 vé. Còn ra phòng vé nhờ mua vé sẽ mất thêm phí dịch vụ 55k/1 vé nữa nhé ạ,  Thời gian này Vietjet rất nhiều phốt nên em hy vọng mn cân nhắc khi mua vé và chặng bay, trên đây là kinh nghiệm xử lý của em để mn bớt bối rối và mất thời gian ạ.,  P.s: bonus thêm là chỉ nhân viên ngồi giữa ở vp Kim Mã rất rảnh nhưng tiếp khách hàng rất thái độ. Thôi thì em cũng cho qua bởi zì em mua vé hãng hàng không giá rẻ nên dịch vụ cũng rẻ vậy thôi , =), ),  , 🔥, Update mới: Hiện tại các phòng vé gọi cũng khó, nên theo em mn có vấn đề gấp cứ ra thẳng phòng vé và bắt người ta trả lời tường tận nhé ạ, nên ra sớm ạ,  Công văn mới của Vietjet áp dụng từ 16h ngày 24/4 khá là phức tạp và Vietjet xử lý hủy chuyến theo 3 cách như sau:,  1. Khách hàng có thể đổi thời gian bay miễn phí sang giai đoạn từ 24/4 đến 31/5/2020 (ngoại trừ lễ 29/4 đến 3/5/2020),  Em được nhân viên phòng vé bảo là đổi miễn phí áp dụng với việc trong ngày hôm đó còn chuyến bay. VD bạn bay 6h thì 9h bạn được đổi miễn phí, hôm đó không còn chuyến nào thì bạn bay sang ngày khác vẫn phải đóng chênh lệch,  2. Hoàn tiền trong vòng 90 ngày. Sau khi vé bị hủy thì bạn auto bị bảo lưu 360 ngày hoặc phải đổi vé, cho đến khi có email xác nhận điều này, mn muốn hoàn tiền phải email trực tiếp đến Vietjet xin hoàn tiền trước khi bị bảo lưu: skd@vietjetair.com hoặc  19001886@vietjetair.com,  3. Bảo lưu trong vòng 360 ngày. Công văn xuống phòng vé Vietjet cũng mới chỉ áp dụng bảo lưu 360 ngày nên mọi phương thức khác mình đều không chắc chắn nhé. Em recommend cho những bạn tiền vé không quá nhiều(như em) có thể bảo lưu sau đó chuyển chuyến bay, mua cho người khác, đổi tên đổi chuyến trong vòng 360 ngày",201,5,0,5,0,1,0,40,153,212,,,https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/93822166_3091864250875555_8842513926391332864_n.jpg?_nc_cat=110&_nc_sid=ca434c&_nc_ohc=uYlPgR4LE1kAX9gTJUU&_nc_ht=scontent-ams4-1.xx&oh=f2eab54456053aacb72ca378e213c5f4&oe=5F476778,,FACEBOOK,SOCIAL_NETWORK,100001560305505
664514627023376,1796442117163949,https://www.facebook.com/groups/664514627023376/permalink/1796442117163949,2020-07-31,2020-07-31,2020-07-31,"Demo tạm vài con ảnh nay checkin ạ,  , #, checkinvietnam,  , #, checkinhanoi,  , #, checkinngoaigiaodoan",82,11,2,0,0,0,0,0,10,95,,checkinvietnam checkinhanoi checkinngoaigiaodoan,https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/116130618_184357599886775_1752910779463738689_o.jpg?_nc_cat=108&_nc_sid=07e735&_nc_ohc=q37TAemMmGsAX9mg1Y7&_nc_ht=scontent-lht6-1.xx&oh=dfab9aae5f35a39da5c9b7222dffdb9b&oe=5F489F6C https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/115832860_184357629886772_256409520282611803_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=kZA1c6c7SC8AX-ohpj2&_nc_ht=scontent-lht6-1.xx&oh=0fd679810786122fd722f52d3535565d&oe=5F49C078 https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/110195368_184357659886769_2604878289665127494_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=r0A1I3Jv-_YAX9OawJq&_nc_ht=scontent-lht6-1.xx&oh=f2ed5eb4fe8e5c12073151cbc3efb0f7&oe=5F48BE79 https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/110332499_184357706553431_3562792419108842008_o.jpg?_nc_cat=106&_nc_sid=07e735&_nc_ohc=D9UcD2lRmf4AX-jqsMu&_nc_ht=scontent-lht6-1.xx&oh=4a6b50c8289e92d2540e861c696fbab2&oe=5F4AA29D https://scontent-lhr8-1.xx.fbcdn.net/v/t1.0-9/116076649_184357736553428_6020416497692366727_o.jpg?_nc_cat=111&_nc_sid=07e735&_nc_ohc=mCXVcYHvCRoAX-CNHG7&_nc_ht=scontent-lhr8-1.xx&oh=0ed223d10242f02ff434c9dc0c6683e1&oe=5F49D02B," plant, grass, sky, flower, outdoor and nature, plant, grass, sky, outdoor and nature, plant, nature and outdoor, tree, plant, sky and outdoor",FACEBOOK,SOCIAL_NETWORK,100049376075749
664514627023376,1796071623867665,https://www.facebook.com/groups/664514627023376/permalink/1796071623867665,2020-07-30,2020-07-31,2020-07-31,"Phố cổ Hội An ươm nắng vàng và cô nghệ sĩ múa!,  , #, checkinHoiAn,  , #, checkinVietNam",1094,121,2,2,2,0,0,3,6,1221,,checkinHoiAn checkinVietNam,https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-9/108028706_10158479783664111_5276436020450016765_o.jpg?_nc_cat=106&_nc_sid=07e735&_nc_ohc=MD6CxP4ny8kAX_j91kK&_nc_ht=scontent-lga3-1.xx&oh=83eda2add9f8fa196b61d3e9919569e2&oe=5F49848E https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-9/116624600_10158479783604111_3512308055211205489_o.jpg?_nc_cat=109&_nc_sid=07e735&_nc_ohc=qkXuwQmMkVgAX_XUPQc&_nc_oc=AQmcGyu1-1zDVZd4Yk2A3kU7dFxCH52yORZQURY4uBeEzQGLQn0ZSt6vNShEf_rBgPc&_nc_ht=scontent-lga3-1.xx&oh=f55ac858794d2f692648749bdfee15f3&oe=5F4934EA https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-9/110645796_10158479783714111_4574217575160529600_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=heK2gxwEYQEAX_ZzsCC&_nc_ht=scontent-lga3-1.xx&oh=dc0e2c39f5097e892f6ca0341c6acf85&oe=5F48B832 https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-9/115745077_10158479783934111_7218865756053781684_o.jpg?_nc_cat=110&_nc_sid=07e735&_nc_ohc=thiN7Y6bbu8AX_jcVM7&_nc_ht=scontent-lga3-1.xx&oh=990d0a2d38e6ecfc494bb26986bd881c&oe=5F497E67 https://scontent-lga3-1.xx.fbcdn.net/v/t1.0-9/111802367_10158479785104111_5499219284910349343_o.jpg?_nc_cat=108&_nc_sid=07e735&_nc_ohc=0-OhFSRhio0AX91Fegx&_nc_ht=scontent-lga3-1.xx&oh=4af689897ca36e18843f0470b7bb6ee5&oe=5F487124," 1 person, night and outdoor, one or more people, shoes, night and outdoor, one or more people, shoes and outdoor, 1 person, sitting, shoes, tree and outdoor",FACEBOOK,SOCIAL_NETWORK,625889110
